id,title,authors,journal,month,year,publication_type
7367,Extending Multi-Agent Cooperation by Overhearing,"Scientifica E Tecnologica, P. Busetta, L. Serafini, D. Singh, F. Zini, Istituto Trentino Di Cultura, Paolo Busetta, Luciano Sera Ni, Dhirendra Singh, Floriano Zini",,,,
7368,Extending Multi-agent Cooperation by Overhearing.,"Paolo Busetta, Luciano Serafini, Dhirendra Singh, Floriano Zini",,,2001,inproceedings
7369,Database States in Lazy Functional Programming Languages: Imperative Update and Lazy Retrieval,Yoshihiko Ichikawa,,,,
7370,Database States in Lazy Functional Programming Languages: Imperative Update and Lazy Retrieval,"Paolo Atzeni, Val Tannen (eds, Yoshihiko Ichikawa, Yoshihiko Ichikawa",,,,
7371,Database States in Lazy Functional Programming Languages: Imperative Update and Lazy Retrieval.,Yoshihiko Ichikawa,,,1995,inproceedings
7372,Database States in Lazy Functional Programming Languages: Imperative Update and Lazy Retrieval,Yoshihiko Ichikawa,,,,
7373,A First-Order Axiomatization of the Theory of Finite Trees.,"Rolf Backofen, James Rogers, K. Vijay-Shanker","Journal of Logic, Language and Information",,1995,article
7374,A First-Order Axiomatization of the Theory of Finite Trees,"Rolf Backofen, Dfki Saarbrucken, James Rogers, K. Vijay-shanker",,,,
7375,A First-Order Axiomatization of the Theory of Finite Trees,"Rolf Backofen, James Rogers, K. Vijay-shankar, Rolf Backofen, James Rogers",,,,
7376,Fibring Non-Truth-Functional Logics: Completeness Preservation.,"Carlos Caleiro, Walter Alexandre Carnielli, Marcelo E. Coniglio, Amlcar Sernadas, Cristina Sernadas","Journal of Logic, Language and Information",,2003,article
7377,Fibring Non-Truth-Functional Logics: Completeness Preservation,"Carlos Caleiro, Walter Carnielli, Marcelo E. Coniglio, Amilcar Sernadas, Cristina Sernadas",,,,
7378,Fibring Non-Truth-Functional Logics: Completeness Preservation,"C. Caleiro, W. A. Carnielli, M. E. Coniglio, A. Sernadas, C. Sernadas",,,,
7379,Fibring Non-Truth-Functional Logics: Completeness Preservation,"Carlos Caleiro, Walter A. Carnielli, Marcelo E. Coniglio, Cristina Sernadas",,,,
7380,Author Guidelines for 8 Prospects for Breakthrough Propulsion from Physics,Marc G. Millis,,,,
7381,Prospects for Breakthrough Propulsion from Physics.,Marc G. Millis,,,2004,inproceedings
7382,NASA/TM2004-213082 Prospects for Breakthrough Propulsion From Physics,Marc G. Millis,,,2004,
7383,A study of set-sharing analysis via cliques,"Jorge Navas, Francisco Bueno, Manuel Hermenegildo",,,2005,
7384,A Study of Set-Sharing Analysis via Clique.,"Jorge A. Navas, Francisco Bueno, Manuel V. Hermenegildo",,,2005,inproceedings
7385,A study of set-sharing analysis via cliques,"Jorge Navas, Francisco Bueno, Manuel Hermenegildo",,,,
7386,Belief Revision: A Critique.,"Nir Friedman, Joseph Y. Halpern","Journal of Logic, Language and Information",,1999,article
7387,Belief Revision: A Critique,"Nir Friedman, Joseph Y. Halpern",,,,
7388,Belief Revision: A Critique,"Nir Friedman, Joseph Y. Halpern",,,,
7389,Belief Revision: A Critique.,"Nir Friedman, Joseph Y. Halpern",,,1996,inproceedings
7390,Belief Revision: A Critique,"Nir Friedman, Joseph Y. Halpern",CoRR,,2001,article
7391,Belief Revision: A Critique,"Nir Friedman, Joseph Y. Halpern",,,1996,
7392,Belief Revision: A Critique,"Nir Friedman, Joseph Y. Halpern",,,,
7393,Caudate shape discrimination in schizophrenia using template-free non-parametric,"Y. Sampath K. Vetsa, Martin Styner, Stephen M. Pizer, Jeffrey A. Lieberman, Guido Gerig",,,,
7394,Caudate shape discrimination in schizophrenia using template-free non-parametric,"Y. Sampath K. Vetsa, Martin Styner, Stephen M. Pizer, Jeffrey A. Lieberman, Guido Gerig",,,,
7395,Caudate Shape Discrimination in Schizophrenia Using Template-Free Non-parametric Tests.,"Y. Sampath K. Vetsa, Martin Styner, Stephen M. Pizer, Jeffrey A. Lieberman, Guido Gerig",,,2003,inproceedings
7396,The Complexity of Hybrid Logics over Equivalence Relations.,"Martin Mundhenk, Thomas Schneider 0002","Journal of Logic, Language and Information",,2009,article
7397,The Complexity of Hybrid Logics over Equivalence Relations,"Martin Mundhenk, Thomas Schneider",,,,
7398,The Complexity of Hybrid Logics over Equivalence Relations,"Martin Mundhenk, Thomas Schneider",,,,
7399,The Complexity of Hybrid Logics over Equivalence Relations,"Martin Mundhenk, Thomas Schneider",,,,
7400,DOI 10.1007/s10849-009-9089-6 The Complexity of Hybrid Logics over Equivalence Relations,"Martin Mundhenk, Thomas Schneider",,,2009,
7401,Kolmogorov Complexity for Possibly Infinite Computations.,"Vernica Becher, Santiago Figueira","Journal of Logic, Language and Information",,2005,article
7402,Kolmogorov Complexity for Possibly Infinite Computations,"C Springer, Vernica Becher, Santiago Figueira",,,2004,
7403,Kolmogorov complexity for possibly infinite computations,"Vernica Becher, Santiago Figueira",,,,
7404,Querying Linguistic Trees.,"Catherine Lai, Steven Bird","Journal of Logic, Language and Information",,2010,article
7405,Querying Linguistic Trees,"Catherine Lai, Steven Bird",,,,
7406,Querying Linguistic Trees,"Catherine Lai, Steven Bird",,,2009,
7407,Source Coding with Fixed Lag Side Information,"Emin Martinian, Gregory W. Wornell",,,2004,
7408,Source Coding with Fixed Lag Side Information,"Emin Martinian, Gregory W. Wornell",,,,
7409,Source Coding with Fixed Lag Side Information,"Emin Martinian, Gregory W. Wornell",CoRR,,2004,article
7410,Learning of General Cases.,"Silke Jnichen, Petra Perner",,,2005,inproceedings
7411,Learning of General Cases,"Silke Jnichen, Petra Perner",,,,
7412,Learning of general cases.,"Silke Jnichen, Petra Perner",,,2005,inproceedings
7413,Abstract An Approach to Feature Location in Distributed Systems,"Dennis Edwards, Sharon Simmons, Norman Wilde",,,,
7414,An approach to feature location in distributed systems.,"Dennis Edwards, Sharon Simmons, Norman Wilde",Journal of Systems and Software,,2006,article
7415,An Approach to Feature Location in Distributed Systems,"Dennis Edwards, Sharon Simmons, Norman Wilde",,,,
7416,"Dynamic Negation, the One and Only.","Marco Hollenberg, Albert Visser","Journal of Logic, Language and Information",,1999,article
7417,"Dynamic Negation, The One and Only","Marco Hollenberg, Albert Visser",,,,
7418,"Dynamic Negation, The One and Only","Marco Hollenberg, Albert Visser",,,,
7419,Deciding Regular Grammar Logics with Converse Through First-Order Logic.,"Stphane Demri, Hans de Nivelle","Journal of Logic, Language and Information",,2005,article
7420,Deciding regular grammar logics with converse through first-order,"Stphane Demri, Hans De Nivelle",,,,
7421,Deciding regular grammar logics with converse through first-order logic,"Stphane Demri, Hans de Nivelle",CoRR,,2003,article
7422,Deciding regular grammar logics with converse through first-order logic ,"Stphane Demri, Hans De Nivelle",,,2004,
7423,Talking about Trees and Truth-Conditions.,Reinhard Muskens,"Journal of Logic, Language and Information",,2001,article
7424,Talking about Trees and Truth-conditions #,Reinhard Muskens,,,,
7425,Talking about Trees and Truth-Conditions,"Reinhard Muskens, To Johan",,,,
7426,Talking about Trees and Truth-conditions,"Reinhard Muskens, Emiel Krahmer",,,,
7427,Wire-Speed Total Order,"Tal Anker, Gregory Greenman, Ilya Shnaiderman",,,,
7428,Wire-speed total order.,"Tal Anker, Danny Dolev, G. Greenman, I. Shnaiderman",,,2006,inproceedings
7429,Wire-Speed Total Order,"Tal Anker, Danny Dolev, Gregory Greenman, Ilya Shnaiderman",,,,
7430,"The Black-White Bakery Algorithm and related bounded-space, adaptive, local-spinning and FIFO algorithms",Gadi Taubenfeld,,,,
7431,"The Black-White Bakery Algorithm and Related Bounded-Space, Adaptive, Local-Spinning and FIFO Algorithms.",Gadi Taubenfeld,,,2004,inproceedings
7432,"The Black-White Bakery Algorithm and related bounded-space, adaptive, local-spinning and FIFO algorithms",Gadi Taubenfeld,,,,
7433,"Plans, Actions and Dialogues Using Linear Logic.","Lucas Dixon, Alan Smaill, Tracy Tsang","Journal of Logic, Language and Information",,2009,article
7434,"Plans, Actions and Dialogues using Linear Logic ","Lucas Dixon, Alan Smaill, Tracy Tsang",,,2008,
7435,"Plans, Actions and Dialogues using Linear Logic","Lucas Dixon, Alan Smaill, Tracy Tsang",,,2009,
7436,Digital Elevation Map Building from Low Altitude Stereo Imagery,"Simon Lacroix, Il-kyun Jung, Anthony Mallet",,,,
7437,Digital Elevation Map Building from Low Altitude Stereo Imagery,"Simon Lacroix, Il-kyun Jung, Anthony Mallet",,,,
7438,Digital elevation map building from low altitude stereo imagery.,"Simon Lacroix, Il-Kyun Jung, Anthony Mallet",Robotics and Autonomous Systems,,2002,article
7439,Partial Word Order Freezing in Dutch.,"Gerlof J. Bouma, Petra Hendriks","Journal of Logic, Language and Information",,2012,article
7440,Partial Word Order Freezing in Dutch,"Gerlof Bouma, Petra Hendriks, G. J. Bouma, P. Hendriks",,,,
7441,Partial Word Order Freezing in Dutch,"Gerlof Bouma, Petra Hendriks, G. J. Bouma, P. Hendriks",,,,
7442,Abstract Dynamic Shadow Elimination for Multi-Projector Displays,"Rahul Sukthankar, Tat-jen Cham",,,,
7443,Dynamic Shadow Elimination for Multi-Projector Displays,"Rahul Sukthankar, Tat-jen Cham, Gita Sukthankar, Rahul Sukthankar, Tat-jen Cham, Gita Sukthankar",,,2001,
7444,Dynamic Shadow Elimination for Multi-Projector Displays,"Rahul Sukthankar, Tat-jen Cham, Gita Sukthankar, Rahul Sukthankar, Tat-jen Cham, Gita Sukthankar",,,2001,
7445,Abstract Dynamic Shadow Elimination for Multi-Projector Displays,"Rahul Sukthankar, Tat-jen Cham, Gita Sukthankar",,,,
7446,Dynamic Shadow Elimination for Multi-Projector Displays.,"Rahul Sukthankar, Tat-Jen Cham, Gita Sukthankar",,,2001,inproceedings
7447,Cover Trees for Nearest Neighbor,"Alina Beygelzimer, John Langford",,,,
7448,Cover trees for nearest neighbor.,"Alina Beygelzimer, Sham Kakade, John Langford",,,2006,inproceedings
7449,Cover Trees for Nearest Neighbor,"Alina Beygelzimer, John Langford",,,,
7450,Grid Metadata Management: requirements and architecture,"Oscar Corcho, Pinar Alper, Paolo Missier, Sean Bechhofer, Carole Goble",,,,
7451,Grid metadata management: Requirements and architecture.,"scar Corcho, Pinar Alper, Paolo Missier, Sean Bechhofer, Carole A. Goble",,,2007,inproceedings
7452,Grid Metadata Management: requirements and architecture,"Oscar Corcho, Pinar Alper, Paolo Missier, Sean Bechhofer, Carole Goble",,,,
7453,ABSTRACT VoxBoox: A System for Automatic Generation of Interactive Talking Books,Aanchal Jain,,,,
7454,VoxBoox: : a system for automatic generation of interactive talking books.,"Aanchal Jain, Gopal Gupta",,,2006,inproceedings
7455,VoxBoox: A System for Automatic Generation of Interactive Talking Books.,"Aanchal Jain, Gopal Gupta",,,2007,inproceedings
7456,Abstract A Spatial Data Structure for Fast Poisson-Disk Sample Generation,"Daniel Dunbar, Greg Humphreys",,,,
7457,Abstract A Spatial Data Structure for Fast Poisson-Disk Sample Generation,"Daniel Dunbar, Greg Humphreys",,,,
7458,A spatial data structure for fast Poisson-disk sample generation.,"Daniel Dunbar, Greg Humphreys",ACM Trans. Graph.,,2006,article
7459,Migration Control for Mobile Agents Based on Passport and Visa,"Sheng-uei Guan, Tianhan Wang, Sim-heng Ong",,,,
7460,Migration control for mobile agents based on passport and visa Abstract,"Sheng-uei Guan, Tianhan Wang, Sim-heng Ong",,,2002,
7461,Migration control for mobile agents based on passport and visa.,"Sheng Uei Guan, Tianhan Wang, Sim Heng Ong",Future Generation Comp. Syst.,,2003,article
7462,Abstract A Physically-Based Particle Model of Emergent Crowd Behaviors,"Laure Hegeas, Annie Luciani, Joelle Thollot, Nicolas Castagn",,,,
7463,A physically-based particle model of emergent crowd behaviors,"Laure Hegas, Annie Luciani, Jolle Thollot, Nicolas Castagn",CoRR,,2010,article
7464,A Physically-Based Particle Model of Emergent Crowd Behaviors,"Laure Hegeas, Annie Luciani, Joelle Thollot, Nicolas Castagn",,,,
7465,Full Papers: Physically Based Simulation Abstract A Physically-Based Particle Model of Emergent Crowd Behaviors,"Laure Hegeas, Annie Luciani, Joelle Thollot, Nicolas Castagn",,,,
7466,Java simulations for physics education,"Simeon Warner, Simon Catterall, Edward Lipson",,,,
7467,Java simulations for physics education,"Simeon Warner, Simon Catterall, Edward Lipson",,,,
7468,Java simulations for physics education.,"Simeon Warner, Simon Catterall, Edward Lipson",Concurrency - Practice and Experience,,1997,article
7469,HMM Based Falling Person Detection Using Both Audio and Video *,"B. Uur Treyin, Yiithan Dedeolu, A. Enis etin",,,,
7470,HMM Based Falling Person Detection Using Both Audio and Video.,"B. Ugur Treyin, Yigithan Dedeoglu, A. Enis etin",,,2005,inproceedings
7471,HMM Based Falling Person Detection Using Both Audio and Video *,"B. Uur Treyin, Yiithan Dedeolu, A. Enis etin",,,,
7472,Data Manager for Evolvable Real-Time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani Thuraisingham, John Maurer",,,,
7473,Data Manager for Evolvable Real-Time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani Thuraisingham, John Maurer",,,,
7474,Data Manager for Evolvable Real-Time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani Thuraisingham, John Maurer",,,,
7475,Data Manager for Evolvable Real-time Command and Control Systems.,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",,,1997,inproceedings
7476,Querying Linguistic Treebanks with Monadic Second-Order Logic in Linear Time.,Stephan Kepser,"Journal of Logic, Language and Information",,2004,article
7477,Chapter 10 Querying Linguistic Treebanks with Monadic Second-Order Logic in Linear Time,Stephan Kepser,,,,
7478,Chapter 1 Querying Linguistic Treebanks with Monadic Second-Order Logic in Linear Time,Stephan Kepser,,,,
7479,Chapter 1 Querying Linguistic Treebanks with Monadic Second-Order Logic in Linear Time,Stephan Kepser,,,,
7480,Put My Galakmid Coin into the Dispenser and Kick It: Computational Linguistics and Theorem Proving in a Computer Game.,"Alexander Koller, Ralph Debusmann, Malte Gabsdil, Kristina Striegnitz","Journal of Logic, Language and Information",,2004,article
7481,Put my galakmid coin into the dispenser and kick it: Computational Linguistics and Theorem Proving in a Computer Game,"Alexander Koller, Ralph Debusmann, Malte Gabsdil, Kristina Striegnitz",,,,
7482,Put my galakmid coin into the dispenser and kick it: Computational Linguistics and Theorem Proving in a Computer Game,"Alexander Koller, Ralph Debusmann, Malte Gabsdil, Kristina Striegnitz",,,,
7483,Put my galakmid coin into the dispenser and kick it: Computational Linguistics and Theorem Proving in a Computer Game,"Alexander Koller, Ralph Debusmann, Kristina Striegnitz",,,,
7484,Inference and Computational Semantics.,"Patrick Blackburn, Michael Kohlhase","Journal of Logic, Language and Information",,2004,article
7485,Inference and Computational Semantics,"Patrick Blackburn, Johan Bos, Michael Kohlhase, Hans De Nivelle",,,,
7486,Inference and Computational Semantics,"Patrick Blackburn, Johan Bos, Michael Kohlhase, Hans De Nivelle",,,,
7487,Inference and Computational Semantics,"Patrick Blackburn, Johan Bos, Michael Kohlhase, Hans De Nivelle",,,,
7488,Inference and Computational Semantics,"Patrick Blackburn, Johan Bos, Michael Kohlhase",,,,
7489,Investigating a Hybrid Metaheuristic for Job Shop,"Salwani Abdullah, Uwe Aickelin, Edmund Burke, Aniza Mohamed Din, Rong Qu",,,,
7490,Investigating a Hybrid Metaheuristic for Job Shop Rescheduling.,"Salwani Abdullah, Uwe Aickelin, Edmund K. Burke, Aniza Mohamed Din, Rong Qu",,,2007,inproceedings
7491,Investigating a Hybrid Metaheuristic for Job Shop,"Salwani Abdullah, Uwe Aickelin, Edmund Burke, Aniza Mohamed Din, Rong Qu",,,,
7492,Investigating a Hybrid Metaheuristic For Job Shop Rescheduling,"Salwani Abdullah, Uwe Aickelin, Edmund K. Burke, Aniza Mohamed Din, Rong Qu",CoRR,,2008,article
7493,Investigating a Hybrid Metaheuristic for Job Shop,"Salwani Abdullah, Uwe Aickelin, Edmund Burke, Aniza Mohamed Din, Rong Qu",,,,
7494,Robust Planning with (L)RTDP,"Olivier Buffet, Douglas Aberdeen",,,,
7495,Robust Planning with (L)RTDP,"Olivier Buffet, Douglas Aberdeen",,,,
7496,Robust Planning with (L)RTDP.,"Olivier Buffet, Douglas Aberdeen",,,2005,inproceedings
7497,Robust Planning with (L)RTDP,"Olivier Buffet, Douglas Aberdeen",,,,
7498,THE EXPONENT OF DISCREPANCY IS AT MOST 1.4778...,"Grzegorz W. Wasilkowski, Henryk, Wo Zniakowski",,,,
7499,The exponent of discrepancy is at most 1:4778:::,Grzegorz W. Wasilkowski,,,,
7500,The exponent of discrepancy is at most 1:4778:::,Grzegorz W. Wasilkowski,,,,
7501,THE EXPONENT OF DISCREPANCY IS AT MOST 1.4778...,"Grzegorz W. Wasilkowski, Henryk, Wo Zniakowski",,,,
7502,The exponent of discrepancy is at most 1.4778....,"Grzegorz W. Wasilkowski, Henryk Wozniakowski",Math. Comput.,,1997,article
7503,Human Pose Extraction from Monocular Videos using Constrained Non-Rigid Factorization,"Sharat Chandran, David Suter, Behjat Siddiquie",,,,
7504,Human Pose Extraction from Monocular Videos using Constrained Non-Rigid Factorization.,"Appu Shaji, Behjat Siddiquie, Sharat Chandran, David Suter",,,2007,inproceedings
7505,Human Pose Extraction from Monocular Videos using Constrained Non-Rigid Factorization,"Behjat Siddiquie, Sharat Chandran, David Suter",,,,
7506,Adaptive Parallel Query Execution in DBS3 *,"Luc Bouganim, Benot Dageville, Patrick Valduriez",,,,
7507,Adaptive Parallel Query Execution in DBS3,"Luc Bouganim, Benot Dageville, Patrick Valduriez, Luc Bouganim, Benot Dageville, Patrick Valduriez",,,,
7508,Adaptive Parallel Query Execution in DBS3.,"Luc Bouganim, Benot Dageville, Patrick Valduriez",,,1996,inproceedings
