id,title,authors,venue,year
7226,broadcast disks : data management for asymmetric communications environments,"sa pi , r alonso , m franklin , s zdonik","proceedings of acm sigmod conference , san jose , ca , may ,",
7227,a database model for dynamic objects,"m papazoglou , b kramer","vldb journal , 6 ( 2 ) :",
7228,"u. etintemel , sb zdonik , m. cherniack , and m. stonebraker . load shedding in a data stream manager",n tatbul,"proc . of the 29th international conference on very large & hellip ; ,",
7229,structural matching and discovery in document databases,"jtl wang , gjs chang","sigmod conference ,",1997
7230,"donâ ?? t scrap it , wrap it ! a wrapper architecture for legacy data","m roth , p schwarz",,1997
7231,"shoring up persistent applications , acm sigmod international conference on management of data","mj carey , dj dewitt , mj franklinâ ? ¦","minneapolis , minnesota . may ,",
7232,materialized view selection for multidimensional datasets,"a shukla , p deshpande , jf naughton","vldb ,",1998
7233,text databases : a survey of text models and systems,a loeffen,"sigmod record ,",1994
7234,active xml documents with distribution and replication,"s abiteboul , a bonifati , g cobena , i manolescu , t","acm sigmod ,",
7235,open issues in parallel query optimization,"h waqar , d florescu , p valduriez","sigmod record ,",
7236,data modeling of time-based media . in : proceedings of the 1994 acm sigmod international conference,"s gibbs , c breiteneder , d tsichritzis",,1994
7237,a study on data point search for hg-trees,"j kuan , p lewis","sigmod record ,",1999
7238,the drill down benchmark,"pa boncz , f kwakkel","proceedings of the international conference on very large & hellip ; ,",1998
7239,mining multi-dimensional constrained gradients in data cubes,"g dong , j han , j lam , j pei , k wang","proceedings of the international conference on very large & hellip ; ,",2001
7240,technology and the future of commerce and finance,de shaw,"proceedings of the international conference on very large & hellip ; ,",1998
7241,materialized view maintenance and integrity constraint checking : trading space for time,ka ross,"sigmod conference ,",1996
7242,magic conditions,"is mumick , sj finkelstein , h pirahesh , r","acm transactions on database systems ( tods ) ,",1996
7243,predator : a resource for database research .,acms anthology,"sigmod record ,",1998
7244,"wrapper generation for semi-structured internet sources , 1997","n ashish , c knoblock","acm sigmod record ,",
7245,xquery formal semantics : state and challenges,p fankhauser,"sigmod record ,",2001
7246,hypergraph based reorderings of outer join queries with complex predicates,"g bhargava , p goel , b iyer","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995
7247,"integration of spatial join algorithm for processing multiple joins , ''","n mamoulis , d papadias","acm conference on the management of data , acm press ,",
7248,querying atsql databases with temporal logic,"fb vej , wl branch , o toronto",,
7249,constraint databases : a tutorial introduction .,acms anthology,"sigmod record ,",2000
7250,supporting efficient multimedia database exploration,"ws li , ks candan , k hirata , y hara","the vldb journal the international journal on very large & hellip ; ,",2001
7251,"opt + + - an object oriented implementation for extensible database query optimization , submitted for","n kabra , d dewitt",see,
7252,duplicate removal in information dissemination,"tw yan , h garcia-molina","proceedings of the international conference on very large & hellip ; ,",1995
7253,cost-based selection of path expression processing algorithms in object-oriented databases,"g gardarin , jr gruser , zh tang","proceedings of the international conference on very large & hellip ; ,",1996
7254,advanced xml data processing : guest editor 's introduction,k aberer,"acm sigmod record ,",2001
7255,selectivity estimation using probabilistic models,"l getoor , b taskar , d koller",,
7256,a transaction replication scheme for a replicated database with node autonomy,"awc fu , dwl cheung","proceedings of the international conference on very large & hellip ; ,",1994
7257,template-based wrappers in the tsimmis,"j hammer , h garcia-molina , s nestorov , r yerneni ,","proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997
7258,graphdb : modeling and querying graphs in databases,rh gtiting,,
7259,mars : a system for publishing xml from mixed and redundant storage,"a deutsch , v tannen","proceedings of the international conference on very large & hellip ; ,",2003
7260,an effective hash-based algorithm for mining association rules,"js park , ps yu",,
7261,"advanced transaction models-survey and critique , 1994",c mohan,tutorial presented at acm sigmod international conference on,
7262,sap r/3 ( tutorial ) : a database application system,"a kemper , d kossmann , f matthes","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998
7263,handling very large databases with informix extended parallel server,a weininger,"proceedings of the 2000 acm sigmod international conference & hellip ; ,",2000
7264,"business process coordination : state of the art , trends , and open issues","u dayal , m hsu , r ladin","vldb ,",2001
7265,"querycachingandoptimizationindistributed mediatorsystems , inh . v. jagadish and inderpal singh mumick","s adali , ks candan , y papakonstantinou , vs","proc . of the 1996 acm sigmod conf . on managementof data ,",
7266,"spatial join selectivity using power laws , acm sigmod intl","c faloutsos , b seeger , a traina , c traina","conference on management of data ,",
7267,"w asch , j. , muth , p. : towards a cooperative transaction model-the cooperative activity model","m rusinkiewicz , w klas , t tesch",proc . ofthe 21 stinternational conference on very large,
7268,data stream query processing : a tutorial,"n koudas , d srivastava","proceedings of the international conference on very large & hellip ; ,",2003
7269,a multi-agent system infrastructure for software component market-place : an ontological perspective,"rc erclur , oo dikenelli","sigmod record ,",2002
7270,a logical view of structured les,"s abiteboul , s cluet , t milo","vldb journal ,",
7271,historical queries along multiple lines of time evolution,"gmljp schmidt , vj tsotras",,
7272,data modeling for mobile services in the real world,"cs jensen , tb pedersen , l speicys , i timko",,
7273,"data cleaning : model , declarative language and algorithms",h galhardas,"phd thesis , universite de versailles saint-quentin-en-yvelines ,",
7274,dynamic itemset counting and implication rules for market basket analysis,"s brin , r motwani , jd ullman , s tsur",,
7275,"50,000 users on an oracle8 universal server database","t lahiri , a joshi , a jasuja , s chatterjee","sigmod record ,",1998
7276,an overview of data warehousing and olap technology,"u dayal , s chaudhuri","acm sigmod record ,",
7277,"95 : atkinson , m. and morrison , r. orthogonally persistent object systems",m atkinson,"vldb journal ,",
7278,the multiview project : object-oriented view technology and applications .,"acms anthology , p edition",,
7279,metu interoperable database system,"a dogac , e kilic , g ozhan , f ozcan , s nural , b","sigmod record ,",1995
7280,from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity,se madnick,"proceedings of the international conference on very large & hellip ; ,",1995
7281,bellcore 's adapt/x harness system for managing information on internet and intranets,a sheth,"proceedings of the international conference on very large & hellip ; ,",1996
7282,similarity search in high dimensions via hashing,"p indyk , a gionis , r motwani","proceedings of the 25th vldb , september ,",
7283,join algorithm costs revisited,"ep harris , k ramamohanarao","the vldb journal the international journal on very large & hellip ; ,",1996
7284,practical applications of triggers and constraints : success stories and lingering issues . invited,"s ceri , r cochrane , f widom","proc . 26th vldb , cairo , egypt , september ,",
7285,m. za it ( 1995 ) . querying shapes of histories,"r agrawal , g psaila , el wimmers",proceedings of the 21st conference on very large databases (,
7286,supporting state-wide immunization tracking using multi-paradigm workflow technology,"a sheth , k kochut , j miller , d worah , s das , c lin","proceedings of the international conference on very large & hellip ; ,",1996
7287,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi ,","the vldb journal the international journal on very large & hellip ; ,",1996
7288,analysis of locking behavior in three real database systems,"v singhal , aj smith","the vldb journal the international journal on very large & hellip ; ,",1997
7289,"jeffrey d. ullman speaks out on the future of higher education , startups , database theory , and more",m winslett,"sigmod record ,",2001
7290,distinct sampling for highly-accurate answers to distinct values queries and event reports,pb gibbons,"vldb ,",2001
7291,the oracle warehouse,d sources,,
7292,efficiently mining long patterns from databases,rjb jr.,"sigmod conference ,",
