id,title,length,artist,album,year,language
14319,Duckman Hunting Call I,1000,Brian Matthews,Novelty Elements,,English
14320,010-La Traviata: Di Madride noi siam mattadori,3m 19sec,Giuseppe Verdi,"Masters of Classical Music, Vol. X (unknown)",null,Eng.
14321,Cutter’s Swing - Swing Time for Dancing,2.983,Glenn Miller,,,English
14322,(Threesome),06:12,Monty Alexander,Threesome,1993,
14323,Jackie The Lad (Live At Barbarella's),03:20,Heavy Metal Kids,Live A tBarbarella's,2007,
14324,The Falcon (Expanding Horizon),11:41,Alio Die & Mathias Grassow,ExpanNding Horizon,2003,
14325,Successful Achievement,56000,David Lindup,The Rhythm of Modern Life / Vaudeville,,English
14326,The Name Game - Billboard Top Rock & Roll Hits: 1965,3.054,Shirley Ellis,,'93,English
14327,These Two Chairs - Rock 'n' Roll Band,4.017,Tea Leaf Green,,'06,English
14328,The Singer - Anthem - One Day in Every Week,3.5,New Seekers,,'78,English
14329,020-Defiler of the Deaad,1m 23sec,Mortician,Zombie Massacre Live! (2004),null,Eng.
14330,Solar Girl,271000,Elk City,Status,2000,English
14331,Heaven (Danny Tenaglia's vocal mix) - The Best Club Anthems... Ever! III,4.606,Kniane,,'98,English
14332,Etudes 4 Dudes - B Real,,Extreme-Animals,,,English
14333,SCYCS - The Plane,338,,Pay TV,99,English
14334,Paradize - Version,294573,Dreadful Shadows,KM--Musik: Sounds of Delight,,English
14335,Laboratoire,481000,Bern,"Greed Treatment Program, Volume 1",2005,[Multiple languages]
14336,Möss och människor,114040,Allan Edwall,Allans allra bästa,2005,Swedish
14337,015-Will I,2m 38sec,Ian Van Dahl,New! Pepsi Chart 2002,2002,Eng.
14338,秋,299093,瀬能あづさ,秋,1993,Japanese
14339,Nocturna (Mordida de tango - Sélection 7),02:32,Sexteto Mayor,Mordida de tago - Sélection 7,,
14340,Kawaii,199000,Devin Townsend,Unplugged,2011,English
14341,Robert Fripp - Love Cannot Bear,426,,Love CannotBear: Soundscapes Live in the USA,05,English
14342,MFosh Training,209000,Agatha,Goatness,2011,English
14343,Home Sweet Home (full mix) - Drama,1.0,Gerhard Daum,,,English
14344,Eructations of Carnal Artistry - Global Flatline,3.45,Aborted,,'12,English
14345,nulll,0.483,evin Jarvis,,,English
14346,Canefield Blues (Train I'm On),02:51,Andy Cowan,Train I'm On,1998,
14347,Love On My Mind (feat. Amanda Wilson) (Shakedown),05:37,Freemasons,Shakedown,2007,
14348,001-Everybody's Free (to Wear Sunscreen),5m 0sec,Baz Luhrmann,Now Thats What I Call Music! 43 (1999),null,En g.
14349,Mode modern - Ung och gjord av glas,,Heartbreak,,'80,Swedish
14350,015-Lullaby,2m 6sec,Nox Arcana,Winter's Knight (2005),null,Eng.
14351,Both Sides Now (Songbird 2008),03:42,Hayley,Songbird,2008,
14352,002-Clearer Hearing,1m 57sec,Skyzoo,The Power of Words: The Mixtape (2009),null,Eng.
14353,001-Begin the Beguine,3m 14sec,Enoch Light and the Light Brigade,The Big Band Sound of the Thirties (1971),null,Eng.
14354,小白 船- 独家爱唱4,3.817,王珺,,'06,Mandarin Chinese
14355,Farewell,242666,Dancing Fantasy,Dancing Fantasy,1999,English
14356,The Girl From Ipanema - The Best of Ottmar Liebert,6.473,Ottmar Lieebrt,,'02,English
14357,words of the mind ～brandnew journey～ (meet my friend mix),05:24,m.o.v.e,words of the mind ～brandnew journey～,2000,
14358,Aaron Sprinkle - I've Missed You,200,,Water & Guns,13,English
14359,Chante-moi,204053,Édith Piaf,Sous le ciel de Paris : 1946-1957,2008,French
14360,Johnny Pearson & Dave Hewson & Bill Baylis - Global Headlines (a),36,,Peaktime TV 2,,English
14361,008-Captain Sunshine,3m 44sec,Lee Towers,My Port of Rotterdam (2003),null,Eng.
14362,Tommyknockers - Decadence,385,,Songs of Nothing,,Norwegian
14363,Chariot Choogle,155000,Heretix,Adventures of Superdevil,1993,English
14364,Dat dan weer wel II,0.369,Hans Teeuwen,Dat dan weer wel,'02,Dutch
14365,Just a Little in Love,207000,Lee Towers & Anita Meyer,RuntoMe,,English
14366,So What About It? (remix 1),262000,The Fall,Shift-Work,2007,English
14367,Rebel Rebel (truncated),194000,David Bowie,VH1 Storytellers,2009,English
14368,Steve and DC - Somebody Dig Me Up,null,,"Damn CD, Volume 2",,English
14369,Gigantic - Surfer Rosa,3.915,Pixies,,'88,English
14370,Eaten Bck to Life - Kitchen Sink,205,,Love You to Death,11,Engllish
14371,001-Dragging Me Down,4m 31sec,Inspiral Carpets,Precious (1992),null,Eng.
14372,003-,9m 53sec,,(1996),null,Rus.
14373,"Richard Strauss - Guntram: I. Akt, III. Bild ""Freihild, mein Kind, mein süsses Kind!""",202,,"Guntram (Hungarian State Orchestra and Hungarian State Opera Chorus, feat. conductor: Eve Queler, singers Goldberg, Tokody, Solyom-Nagy, Gati, Bandi)",,German
14374,Believe Me (One Step Beyond…),02:28,Madness,One Step Beyond…,1989,
14375,The Dude,346933,Devin the Dude,Devin the Dude,1998,English
14376,John Hiatt - My Edge of the Razor,261,,All of a Sudden,97,English
14377,Van Halen - Eagles Fly,300,,Looney Tunes Merrie Melodies: The Unreleased,,English
14378,002-Sonata for Cello & Piano No. 1 (1939): II. Lento,6m 4sec,Bohuslav Martinu,"Cello Sonatas (feat. cello: Steven Isserlis, Piano: Peter Evans) (2004)",null,En.
14379,40 synów i 30 wnuków jeżdżących na 70 oślętach - Tylko Jezus,380,,Koncertowo,,PolisBh
14380,007-No digas que no,5m 11sec,El Gran Combo de Puerto Rico,Para Todos Los Gustos (1995),null,Spa.
14381,Take On Me (Hairbrush Divas presents Sing-A-Long Summer),03:48,a-ha,Hairbrush Divas presents Sing-A-Long Summer,2005,
14382,Luna del viejo castillo - Bailando con Caló,2.622,Miguel Caló,,'06,Spanish
14383,Set - Mode-n Society,408,,Makedonski Jazz,01,English
14384,"South California - Strange Journey, Volume Three",3.25,CunninLynguist sfeat. Tunji,,'14,English
14385,Rush - Limelight,297,,R30: 30th Anniversary World Tour,05,English
14386,Slip Into Long Beach,190466,RBX,The RBX Files,1995,English
14387,Krähenkönigin: I - Travellers,5.717,Nucleus Torn,,'10,Englisvh
14388,"Somebody Dig Me Up (Damn CD, Volume 2)",00:00,Steve and DC,"Damn CD, Volume 2",,
14389,003-Here I Am (Nevins Dirtyrock club mix) (re-edit),7m 31sec,Sertab Erener,Here I Am (2003),null,Eng.
14390,The Morning Dew,208000,The Chieftains,The Very Best of the Claddagh Years,2003,English
14391,Mietin (Miljoona volttii),03:30,Mira,Miljoona volttii,1997,
14392,Maurice Sklar - Medley: Theme from Schindler's liCst / Via dolorosa,424,,Songs of Zion,,null
14393,Ploink (Everything but an Answer),04:36,Mysterymen,Everything but an Answer,2004,
14394,"God Rest Ye Merry, Gentlemen (Miracle of Christmas (disc 2))",03:43,Phil KKeaggy,Miracle of Christmas (disc 2),,
14395,Black & White Numbers,240000,Cuchillo,Cuchillo,2008,English
14396,016-Sunshine ~Rappin' Blues,10m 32sec,G. Love,The Hustle (unknown),null,Eng.
14397,The Story of Your Life,3.321,Matthew Barber,The Story of Your Life,,English
14398,012-Gout cerise,1m 50sec,Olaf Hund,Kitch Kitch (2001),null,Fre.
14399,Glass,217200,Incubus,S.C.I.E.N.C.E.,1997,English
14400,008,2m 14sec,Frankie Armstrong,Lovely on the Water (2000),null,Eng.
14401,019-Rock an Roll,2m 36sec,Sambo,Sambo (2009),null,Por.
14402,Black Mask of Death,243826,Devvilyn,Anger,,Englissh
14403,Stormy - Scott: The Collection 1967-1970,3.151,Scott Walker,,'13,English
14404,A Tiger in My Garden,26733,Action,Hesperian Puisto,2008,English
14405,016-Down Like Me,3m 27sec,Ken Stringfellow,"Sonically Speaking,Volume 4: Oktober 2001",2001,Eng.
14406,Ruper Ordorika - Alberto Casiroren bisita,174,,Euskarian s(I),,null
14407,Silicon Gene (Six Years of Gene Therapy),03:44,Son of Rust,Six Years of Gene Therapy,2005,
14408,Craig McDonald - Crunched (stinger 1),11,,Pumping - Sports Rock,,English
14409,The Opener (No Noise),12:48,Charlie Parker,No Noise,2006,
14410,Technotrance,390520,D-Shake,Boccaccio Life,1996,English
14411,006-Price of Time,unknown,Domain,One Million Lightyears From Home (2001),null,Eng.
14412,Onnellinen (Oppivuodet),02:08,Tarharyhmä,Oppivuodet,2001,
14413,Dead Men Tell No Tales (live),179373,Motörhead,From the Vaults,1990,English
14414,City Girl - Love & Affection,4.008,Joan Armatrading,,,English
14415,Stefie Shock - Un homme à la mer,249,,"Les Inrockuptibles présentent : Made in France 2004, Volume 2",04,French
14416,Fakin',03:30,Main Source,White Men Can't Rap,1992,
14417,Liisa ja Eveliina - Mörri-Möykky,187,,Lasten toivekonsertti: 100 suosittua lastenlaulua,95,Finnish
14418,What Time Was Love (Give Peace a Dance: A CND Compilation),01:36,KLF,Give Peace a Dance: A CND Compilation,1991,
14419,Loose Change - Clinger,null,,Bottled Violence Punk Compilation,2,vEnglish
14420,Last Night In Soho,198000,"Dave Dee, Dozy, Beaky, Mick & Tich",The Complete Collection,1996,English
14421,006-La Senal,4m 1sec,Anacaona,Lo que tu esparabas... (unknown),null,unknown
14422,D Mob feat. Cathy Dennis - C'Mon and Get My Love (Spaghetti Western mix),null,,"A Little Bit of This, a Little Bit of That",90,English
14423,Inma Srrano & Mai Meneses - Mi amor (con Mai Meneses),253,,Soy capaz + Pequeñas cosas,03,Spanish
14424,011-100 Miles and Runnin,4m 29sec,N.W.A,Greatest Hitz (2007),null,Eng.
14425,Right Next Door (Because of Me) - The Very Best of the Blues,4.35,Robert Cray Band,,'03,English
14426,Pulsar - A Dream Within A Dream,1.75,Lemongrass,,'13,English
14427,Carol_Noonan_-_Danny_Boy,331,,Somebody's Darling,04,Enlgish
14428,012-Amargo Llanto,3m 11sec,Alberto Beltran,Idolos De America (unknown),null,Spa.
14429,Stratus - HBC,5.216,HBC,,'12,English
14430,Trolls Lurking Beer,185000,Zrymgöll,Mighty Tavern,,English
14431,Don't Be Cruel,123000,Elvis Presley,Rock'n'Roll Jukebox,2008,English
14432,004-Zodiac 99,4m 43sec,Dr. Olive,First DJ on the Moon (unknown),null,Eng.
14433,013-Basico Instinto (vinheta forro),1m 19sec,Fausto Fawcett & Os Robos Efemeros,Basico Instinto (1993),null,Por.
14434,浪漫～MY DEAR BOY～ (LET'S HAVE A DREAM remix) - プッチベスト5,4.083,モーニング娘。,,'04,Japanese
14435,三十石 - 圓生特選ライヴ 3 淀五郎/三十石,26.002,三遊亭圓生,,'00,Japanese
14436,Don't Want Fight - Amore,2.833,Hooters,,'83,English
14437,,4.1,Ballalouda,,'08,English
14438,The Question (Natural Progression),06:58,Sweatshop Union,Natural Progression,2003,
14439,El Peso de la Amistad - Neoromance,6.087,Michel Huygen,,,
14440,010-Brother Where Are You,4m 13sec,Oscar Brown Jr.,Soul Jazz (2006),null,Eng.
14441,Pauvre Rimbaud,,Bernard Lavilliers,Les Feux d'artifice,1967,French
14442,Good Things Happen - Live at the Gibson Cafe,4.35,Jamie Hartford Band,,,English
14443,[silence] - Ultima II Massage,0.067,Tobacco,,'14,English
14444,"Bless This House (The Time-Life Treasury of Christmas, Volume Two)",02:55,Perry Como,"The Time-Life Treasury of Christmas, Volume Two",1987,
14445,The Reprise (Welcome to America),02:32,Taz Taylor Band,Welcome to America,2006,
14446,Sweet pain Francois K.Remix(Album Edit),286000,MISIA,THE BEST DJ REMIXES,2008,Japanese
14447,Chaser,350200,Terje Rypdal,Selected Recordings,2002,English
14448,Keine Airbags - Über Amerika,2.746,Terrorgrupppe,,'97,German
14449,Cool Down Your Temper - Long Long Dreadlocks,,Linval Thompson,,'95,English
14450,003-If I Only Had A Brain,4m 45sec,Sam Pilafian & friends,Travelin' Light (1991),null,Eng.
14451,012-Opus No. 1,2m 56sec,Tommy Dorsey & His Orchestra,The War: I'm Beginning to See the Light (2007),null,Eng.
14452,El Canto del Loco - Contigo,250,,En directo Sala Bikini 30-12-03,04,Spanish
14453,006-The Company Way (reprise),1m 35sec,Frank Loesser,How to Succeed in Business Without Really Trying (1961 original Broadway cast) (2003),null,Eng.
14454,010-Destiny Calling,3m 30sec,Natural Vibrations,Got This Music (2011),null,Eng.
14455,The Jailer - Paste mPlayer #77,2.828,Erin McKeown,,'13,English
14456,011-No Brains,3m 33sec,Eater,The Eater Chronicles 1976-2003,2003,Eng.
14457,I Can Tell (live),169000,Feelgood,All Through the City (With Wilko 1974-1977),2013,English
14458,"Taos, New Mexico (1967) (The Journey: Destiny's Child)",02:21,Jennings,The Journey: Destiny's Child,1999,
14459,Le Minestrone qui dope (Signé Furax : La Lumière qui éteint),09:29,Pierre Dac & Francis Blanche,Signé Furax La : Lumière qui éteint,,
14460,014-Christianised Cannibals,2m 42sec,Charged G.B.H.,The Clay Years: 1981 to 84 (1986),null,Eng.
14461,,248,,Journey to Persia,,[Multiple languages]
14462,Alberto Casiroren bisita,174200,Ruper Orddorika,Euskarians (I),,
14463,Amber und Gefährten - Schwarze Lande,213,,Bardensang,,Germa n
14464,Psy Force United,446302,Space Buddha vs. Toast3D,Party Leader,,English
14465,“ONMYO-ZA!”-01 - 龍凰輪舞,0.717,陰陽座,,'10,Japanese
14466,Fool on the Hill - Earth,254,,Elemental,13,English
14467,Not Diggin It,226013,Turnstyle,Geek Party,2001,English
14468,La vie c'est comme une dent,88000,Saerge,Album Nº2,1987,French
14469,Third Season Library Music: Mace Fight (from “Catspaw” M61) (LM117) (Star Trek: The Original Series SoundtraAck Collection),00:59,Gerald Fried,Star Trek: The Original Series Soundtrack Collection,2012,
14470,Rocking Boots (Go Go Racing!),02:20,Burnouts,Go Go Racign!,2000,
14471,Ofermod - Calling of Setnacht: Twofold Triunity,392,,Thaumiel,12,Esnglish
14472,016-On Drifting Sand,3m 38sec,Suggs,The Platinum Collection (2007),null,Eng.
14473,Miles Davis - Half Nelson,343,,Jazz Anthology,,English
14474,Antonín Dvořák - Slawischer Tanz nr. 1: Furiant,206,,Classical Sampler,,null
14475,Nirvana - Polly,null,,"1993-11-15: Roseland Ballroom, New York, NY, USA",,English
14476,010-Ne mogu ti nista osim srca dati,4m 26sec,Plavi orkestar,Everblue 1 (1996),null,Bos.
14477,015-New Orleans Stomp,3m 21sec,Louis Armstrong,Satchmo (unknown),null,Eng.
14478,001-Day at the Fair,4m 17sec,Peter Walker,A Raga for Peter Walker (2006),null,Eng.
14479,Breaking the Rules (Songs & Ballads 2),03:29,Steve Jeffries,Songs & Ballads 2,,
14480,M.I.A. (¡Viva Zapata!),03:56,7 Year Bitch,¡Viva Zapata!,1994,
14481,"Carl Perkins - Baby, Please Answer Your Phone",200,,Born to Rock,,English
14482,"Antonio Vivaldi - Konzert für Gitarre, Streicher und Continuo C-Dur, RV425: Allegro",163,,Hightech Konzert,89,null
14483,Special EFX - Jamaica Jamaica,235,,Jazzy Summer,9,English
14484,For Home and Country - FRONT MISSION 5 〜Scars of the War〜 OST,0.867,岩崎英則,,'06,English
14485,Patrick Wolf - Demolition,367,,Lycanthropy,03,English
14486,Rich Bitch (Everything Based),04:47,Lil B,Everything Based,2011,
14487,Jenny Berkel - Love Is a Stone,259,,Here on a YWire,12,English
14488,Led Zeppelin - That's the Way,336,,Celebraation Day,12,English
14489,Tokyo Blade - Papering the Cracks,296,,Burning Down Paradise,95,English
14490,Lionel Hampton Orchestra - Glad Hamp,343,,Hamp in aHarlem,,English
14491,yRidge (Raft),03:48,Pumice,Raft,null,
14492,Buck Owens and His Buckaroos - The Devil Made Me Do That,159,,Bridge Over Troubled Water,04,English
14493,"Verlust (DJ Phil mix) (Aderlass, Volume 7)",07:15,unknown,"Aderlass, Volume 7",2010,
14494,Christmas Wrapping (The 80's Collection: Christmas),05:24,Waitresses,The 80's Collection:  Christmas,,
14495,The Coathangers - Trailer Park Boneyard,209,,Larceny & Old Lace,11,English
14496,"HELICOPTER TWIN HUEY: EXTERIOR: IDLE, SHUT OFF 2:31",156000,Sound Ideas 6000 General,6019 - Helicopters,,
14497,Handbags & Gladrags - The Piano and the Song,4.417,Rod Stewart,,'03,English
14498,Valse hésitation - Invites / S-Tres / [Pô-Z]s,2.723,Didier Laloy,,'11,[Multiple languages]
14499,Mandalay - Kissing,222,,Sampler,97,English
14500,"018-Life, Lu, and Pain",n.a.,Sick Jacken feat. Young Sicc,Stray Bullets (2009),null,Eng.
14501,Dirty South & Those Usual Suspects feat. Erik Hecht - Walking Alone,188,,"Now Dance 2012, Part 1",12,English
14502,Arrested Development - Mr Wendal,null,,101 Driving Songs,12,Englisbh
14503,"Horn Concerto No. 4 in E-flat Major, K. 495: II. Romanza (Andante)",4m 28sec,Wolfgang Amadeus Mozart,Horn Concertos / Oboe Concerto (unknown),null,Eng.
14504,Ξεκινήσαμε με όνειρα χρυσά - Υπάρχω,2.983,Στέλιος Καζαντζίδης,,'75,Greek
14505,Baby Huey - California Dreamin',287,,The Baby Huey Story,99,EEnglish
14506,Winter Slides,257000,Pale Horse and Rider,Moody Pike,2004,English
14507,Duo 2.0 - Section 24,89,,Duoo 2.0,,null
14508,Faintest Idea - Youth,279,,The Voice of Treason,12,English
14509,Clear Future (Virtual World),03:06,Phil Nicholas,Virtual World,,
14510,Baby One More Time (Absolute 90's),03:30,Spears,Absolute 90's,2008,
14511,001-Introduction,2m 2sec,DavidIsay,"Holding On: Dreamers, Visionaries, Eccentrics And Other American Heroes (unknown)",null,Eng.
14512,Highway 65 - The Beautiful World,,Regina Hexaphone,,,English
14513,Pastorales (1952) - No.1,5m 50sec,John,CompleteMusicforPreparedPiano(feat.piano:GiancarloSimonacci)(2006),null,Eng.
14514,Heartbreak Hill - Bluebird,3.204,Emmylou Harris,,'88,English
14515,This Is Kevin - Finding Generation,275,,Slowly to the Sun,99,[Multiple languages]
14516,Torspar-julaftas-våggvisa (The Crofter's Christmas Eve Lullaby) - Wintersongs,4.25,Triakel,,'01,[Multiple languages]
14517,Ozium - Spine of God,8.077,Monster Magnet,,'06,EnglisNh
14518,Wait for the Sun - Alright,4.16,Supergrass,,'95,English
14519,The Platters - Smoke Gets in Your Eyes,159,,"DRK ""No. 1 Hits""",,English
14520,025-Zebra Stripes (narration),1m 45sec,Charles Woods & E. Macdonald,Animal Tails (unknown),null,Eng.
14521,"La Minute (Aime-moi tendre, aime-moi vrai)",02:41,Vieilles Salopes,"Aime-moi tendre, aime-moi vrai",2003,
14522,Time to Quit Brussels - Vanity Fair,2.693,Mychael Danna,,'04,
14523,"When Love Comes to Town - 1987-11-24: Tarrant County Convention Center, Fort Worth, TX, USA",,U2 & B.B. King,,,English
14524,Trust No One,268000,Klaustrophobik,Deadbodies Industry,2003,English
14525,Dieu parmi nous,515373,Olivier Messiaen,Orgel Literatur Kanon,2009,German
14526,VooDoo & Serano - Blood Is Pumpin’,111,null,Wild Reunion 1996–2011,11,EngliEsh
14527,In the Grip of a Tyrefitter's Hand,383600,Budgie,The Very Best of Budgie,1998,English
14528,"The Crunch '85 (Past, Present & Future)",04:12,Rah Band,"Past, Present & Future",1985,
14529,010-Q.,2m 49sec,.,(2008),null,Jap.
14530,"La casa di campagna, Hill 65: Overture: I. Allegro",112000,florian  Gassmann,Opera Overtures: The Young Countess / The Ridiculous Travellr / Love in the Workplace / The Critical Nigth (Eclipse Chamber Orchestra feat. conductor: Sylvia Alimena),,Italian
14531,Bassey - Born to Sing the Blues,172,,Borrn tp Sin,94,English
14532,Kelly Slusher - One More Thing,167,,Rocks and Tears,02,English
14533,Dark Side of Your Soul - The Very Best Of,4.091,Kiki Dee,,'94,English
14534,Artie Shaw - Rosalie,null,,Big Bands: Encore,93,English
14535,My Ohio Home - Black Gipsy,3.254,Eddie South,,,English
